00014F25 00014F90 _smm_16@8
0005E958 0005E962 ?AddRef@CFilterGraph@@WFI@AGKXZ
0005E967 0005E971 ?Release@CFilterGraph@@WFI@AGKXZ
0005E976 0005E98C ?RemoveFilter@CFilterGraph@@UAGJPAUIBaseFilter@@@Z
0005E991 0005E9FB ?AddSourceFilter@CFilterGraph@@UAGJPBG0PAPAUIBaseFilter@@@Z
0005EA00 0005EA5F ?QueryInterface@?$CComAggObject@VCStatContainer@@@ATL@@UAGJABU_GUID@@PAPAX@Z
0005EA64 0005EB40 ?ObjectThread@@YGKPAX@Z
0005EB45 0005ECC4 ?CreateThreadedInstance@CFilterGraph@@SGPAVCUnknown@@PAUIUnknown@@PAJ@Z
0005ECC9 0005ECEA ?ByteLen@@YGHPAG@Z
0005ECEF 0005ED23 ?GetRegKey@@YGPAUHKEY__@@PBG@Z
0005ED28 0005ED5E ?CheckRegKey@@YGHPBG@Z
0005ED63 0005EDF1 ?SetRegString@@YGJPAUHKEY__@@PBG1@Z
0005EDF6 0005EE53 ?SetRegDword@@YGJPAUHKEY__@@PBGK@Z
0005EE58 0005EEAA ?SetRegClsid@@YGJPAUHKEY__@@PBGU_GUID@@@Z
0005EEAF 0005EF02 ?DeleteRegValue@@YGJPAUHKEY__@@PBG@Z
0005EF07 0005EF26 ?RegisterFilterInstance@CFilterMapper2@@EAGJU_GUID@@PBGPAU2@@Z
0005EF2B 0005EF4A ?UnregisterFilterInstance@CFilterMapper2@@EAGJU_GUID@@@Z
0005EF4F 0005EFBF ?GetMapFilterClsid@CMapperCache@@CGJPAVCMapFilter@1@PAU_GUID@@@Z
0005EFC4 0005EFF1 ??1CEnumRegFilters@@UAE@XZ
0005EFF6 0005F031 ?Reset@CEnumRegFilters@@UAGJXZ
0005F036 0005F069 ?NonDelegatingQueryInterface@CEnumRegFilters@@UAGJABU_GUID@@PAPAX@Z
0005F06E 0005F0AF ?Reset@CEnumRegMonikers@@UAGJXZ
0005F0B4 0005F1DB ?CreateCategory@CFilterMapper2@@EAGJABU_GUID@@KPBG@Z
0005F251 0005F2C6 ?GetICreateDevEnum@CFilterMapper2@@EAGJPAPAUICreateDevEnum@@@Z
0005F2CB 0005F2FC ?ParseFilterData@CFilterMapper2@@EAGJPAEKPAPAE@Z
0005F301 0005F31E ?copy@?$_CopyInterface@UIMoniker@@@ATL@@SGXPAPAUIMoniker@@0@Z
0005F323 0005F33B ?destroy@?$_CopyInterface@UIMoniker@@@ATL@@SGXPAPAUIMoniker@@@Z
0005F340 0005F348 ??_ECEnumRegFilters@@W3AEPAXI@Z
0005F34D 0005F3E0 ?ParseDisplayNameHelper@@YGJPAGPAPAUIMoniker@@@Z
0005F3E5 0005F588 ?RegisterFilter@CFilterMapper2@@EAGJU_GUID@@PBGK@Z
0005F599 0005F920 ?RegisterPin@CFilterMapper2@@EAGJU_GUID@@PBGHHHH01@Z
0005F9C1 0005FB33 ?RegisterPinType@CFilterMapper2@@EAGJU_GUID@@PBG00@Z
0005FB38 0005FC66 ?UnregisterFilter@CFilterMapper2@@EAGJU_GUID@@@Z
0005FC6B 0005FD3A ?UnregisterPin@CFilterMapper2@@EAGJU_GUID@@PBG@Z
0005FD3F 0005FDCB ??0CEnumRegFilters@@QAE@KHABU_GUID@@0HH00PAVCMapperCache@@@Z
0005FDD0 0005FDF1 ??_GCEnumRegFilters@@UAEPAXI@Z
0005FDF6 0005FF10 ?UnregisterFilter@CFilterMapper2@@EAGJPBU_GUID@@PBGABU2@@Z
0005FF29 0005FF63 ??1?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@QAE@XZ
0005FF68 0005FFEE ?Init@?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@QAEJPAPAUIMoniker@@0PAUIUnknown@@W4CComEnumFlags@2@@Z
0005FFF3 000600D9 ?EnumMatchingFilters@CFilterMapper2@@EAGJPAPAUIEnumRegFilters@@KHU_GUID@@1HH11@Z
000600DE 00060200 ?Next@CEnumRegFilters@@UAGJKPAPAU__MIDL___MIDL_itf_strmif_0130_0001@@PAK@Z
00060205 0006020F ?QueryInterface@CFilterMapper2@@G3AGJABU_GUID@@PAPAX@Z
00060214 0006021E ?AddRef@CFilterMapper2@@G3AGKXZ
00060223 0006022D ?Release@CFilterMapper2@@G3AGKXZ
00060232 00060254 ??1?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@QAE@XZ
00060259 00060279 ??0?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@QAE@XZ
0006027E 0006029F ??_G?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@QAEPAXI@Z
000602A4 000602C5 ??0?$CComObject@V?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@@ATL@@QAE@PAX@Z
000602CA 000602DE ?Reset@?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@UAGJXZ
000602E3 00060322 ?Skip@?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@UAGJK@Z
00060327 0006033D ?AddRef@?$CComObject@V?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@@ATL@@UAGKXZ
00060342 000603D6 ?Next@?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@UAGJKPAPAUIMoniker@@PAK@Z
000603DB 000603F7 ?QueryInterface@?$CComObject@V?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@@ATL@@UAGJABU_GUID@@PAPAX@Z
000603FC 0006048F ?Clone@?$CComEnumImpl@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@@ATL@@UAGJPAPAUIEnumMoniker@@@Z
00060494 000604B9 ??1?$CComObject@V?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@@ATL@@QAE@XZ
000604BE 0006076E ?BuildMediumCacheEnumerator@@YGJPBU__MIDL___MIDL_itf_strmif_0134_0003@@0PAPAUIEnumMoniker@@@Z
00060773 000607A7 ?Release@?$CComObject@V?$CComEnum@UIEnumMoniker@@$1?IID_IEnumMoniker@@3U_GUID@@BPAUIMoniker@@V?$_CopyInterface@UIMoniker@@@ATL@@VCComMultiThreadModel@6@@ATL@@@ATL@@UAGKXZ
000607AC 000607E0 _InlineIsEqualGUID@8
000607E5 00060815 ?InlineIsEqualUnknown@ATL@@YGHABU_GUID@@@Z
0006081A 00060840 ?AtlA2WHelper@@YGPAGPAGPBDH@Z
00060845 0006086C ?AtlW2AHelper@@YGPADPADPBGH@Z
00060871 00060907 ?GetTI@CComTypeInfoHolder@ATL@@QAEJKPAPAUITypeInfo@@@Z
0006090C 0006092B ?GetTypeInfo@CComTypeInfoHolder@ATL@@QAEJIKPAPAUITypeInfo@@@Z
00060930 0006096B ?GetIDsOfNames@CComTypeInfoHolder@ATL@@QAEJABU_GUID@@PAPAGIKPAJ@Z
00060970 000609C5 ?Invoke@CComTypeInfoHolder@ATL@@QAEJPAUIDispatch@@JABU_GUID@@KGPAUtagDISPPARAMS@@PAUtagVARIANT@@PAUtagEXCEPINFO@@PAI@Z
000609CA 000609E3 ?Close@CRegKey@ATL@@QAEJXZ
000609E8 00060A38 ?Create@CRegKey@ATL@@QAEJPAUHKEY__@@PBGPAGKKPAU_SECURITY_ATTRIBUTES@@PAK@Z
00060A3D 00060A74 ?Open@CRegKey@ATL@@QAEJPAUHKEY__@@PBGK@Z
00060A79 00060A97 ?SetValue@CRegKey@ATL@@QAEJKPBG@Z
00060A9C 00060AC9 ?SetValue@CRegKey@ATL@@QAEJPBG0@Z
00060ACE 00060B71 ?AtlInternalQueryInterface@ATL@@YGJPAXPBU_ATL_INTMAP_ENTRY@1@ABU_GUID@@PAPAX@Z
00060B76 00060BA3 ?QzAtlComPtrAssign@@YGPAUIUnknown@@PAPAU1@PAU1@@Z
00060BA8 00060C66 ?RecurseDeleteKey@CRegKey@ATL@@QAEJPBG@Z
00060C6B 00060CA3 ?Reset@CStats@@QAEXXZ
00060CA8 00060D7B ?GetValues@CStats@@QAEJJPAPAGPAJPAN2222@Z
00060D80 00060D8F ?Reset@CStatContainer@@UAGJXZ
00060D94 00060DB5 ?get_Count@CStatContainer@@UAGJPAJ@Z
00060DBA 00060E03 ?GetValueByIndex@CStatContainer@@UAGJJPAPAGPAJPAN2222@Z
00060E08 00060E34 ?AddValue@CStatContainer@@UAGJJN@Z
00060E39 00060EA2 ?GetValueByName@CStatContainer@@UAGJPAGPAJ1PAN2222@Z
00060EA7 00060EE4 ?GetIndex@CStatContainer@@UAGJPAGJPAJ@Z
00060EE9 00060F2D ?StringCopyWorkerW@@YGJPAGIPBG@Z
00060F32 00060F6B ?StringLengthWorkerW@@YGJPBGIPAI@Z
00060F70 00060F85 ?AddToCache@Filter@CFilterGraph@@QAEJPAUIGraphConfig@@@Z
00060F8A 00060FAC ?RemoveFromCache@Filter@CFilterGraph@@QAEXPAUIGraphConfig@@@Z
00060FB1 000610AA ?GetAMediaType@CFilterGraph@@AAEJPAUIPin@@AAU_GUID@@1@Z
000610AF 00061156 ?RenderFileTryStg@CFilterGraph@@AAGJPBG@Z
0006115B 00061221 ?GetAppShim@@YGKXZ
00061277 000612C5 ?EliminatePinsWithTildes@@YGXPAPAUIPin@@AAK@Z
000612CA 00061452 ?CompareFullPaths@@YG_NPAG0@Z
00061457 000614D2 ?CheckCodecEnabled@@YG_NK@Z
00061527 0006155B ?StringCatWorkerW@@YGJPAGIPBG@Z
00061560 0006176B ?CompleteConnection@CFilterGraph@@AAEJPAUIPin@@ABVFilter@1@0KH@Z
00061770 000618E9 ?ConnectByFindingPin@CFilterGraph@@AAEJPAUIPin@@0PBU_AMMediaType@@ABVFilter@1@KH@Z
000618EE 00061A84 ?ConnectUsingFilter@CFilterGraph@@AAEJPAUIPin@@0PBU_AMMediaType@@AAVFilter@1@KH@Z
00061A89 00061BFE ?ConnectViaIntermediate@CFilterGraph@@AAEJPAUIPin@@0PBU_AMMediaType@@KH@Z
00061C03 00061CB6 ?ConnectRecursively@CFilterGraph@@AAEJPAUIPin@@0PBU_AMMediaType@@KH@Z
00061CBB 00061DC5 ?ConnectInternal@CFilterGraph@@QAEJPAUIPin@@0PBU_AMMediaType@@K@Z
00061DCA 00061F42 ?CheckCodecPath@@YG_NPAUIBaseFilter@@@Z
00061F6B 00061F86 ?Connect@CFilterGraph@@UAGJPAUIPin@@0@Z
00061F8B 00062167 ?Render@CFilterGraph@@UAGJPAUIPin@@@Z
0006216C 00062293 ?GetDistributorClsid@CDistributorManager@@IAEJABU_GUID@@PAU2@@Z
00062298 0006231F ??0CDistributor@@QAE@PAUIUnknown@@PAU_GUID@@PAJPAVCMsgMutex@@@Z
00062324 0006236A ??1CDistributor@@QAE@XZ
0006236F 00062393 ?QueryInterface@CDistributor@@QAEJABU_GUID@@PAPAX@Z
00062398 000623D1 ?Run@CDistributor@@QAEJ_J@Z
000623D6 000623F9 ?Pause@CDistributor@@QAEJXZ
000623FE 00062421 ?Stop@CDistributor@@QAEJXZ
00062426 00062459 ?SetSyncSource@CDistributor@@QAEJPAUIReferenceClock@@@Z
0006245E 00062471 ?NotifyGraphChange@CDistributor@@QAEJXZ
00062476 00062494 ??0CDistributedInterface@@QAE@ABU_GUID@@PAUIUnknown@@@Z
00062499 000624D2 ??0CDistributorManager@@QAE@PAUIUnknown@@PAVCMsgMutex@@@Z
000624D7 000624F8 ??_GCDistributor@@QAEPAXI@Z
000624FD 0006254D ?ReturnInterface@CDistributorManager@@IAEJPAVCDistributor@@ABU_GUID@@PAPAX@Z
00062552 000625C0 ?Run@CDistributorManager@@QAEJ_J@Z
000625C5 00062619 ?Pause@CDistributorManager@@QAEJXZ
0006261E 0006266F ?Stop@CDistributorManager@@QAEJXZ
0006266F 000626B9 ?NotifyGraphChange@CDistributorManager@@QAEJXZ
000626BE 0006272A ?SetSyncSource@CDistributorManager@@QAEJPAUIReferenceClock@@@Z
0006272F 00062789 ?Shutdown@CDistributorManager@@QAEJXZ
0006278E 00062819 ??1CDistributorManager@@QAE@XZ
0006281E 0006298E ?QueryInterface@CDistributorManager@@QAEJABU_GUID@@PAPAX@Z
00062993 000629A7 ?MediaTypeTextSize@@YGHAAVCMediaType@@@Z
000629AC 00062A14 ?StrToInt@@YGJPAGAAH@Z
00062A19 00062AF2 ?CMediaTypeFromText@@YGJPAGAAVCMediaType@@@Z
00062AF7 00062C28 ?MediaTypeToText@@YGJVCMediaType@@AAPAG@Z
00062C2D 00062CCA ?GetMaxStreamLatency@CFilterGraph@@AAE_JAAV?$CGenericList@UPushSourceElem@@@@@Z
00062CCF 00062D74 ?SetMaxGraphLatencyOnPushSources@CFilterGraph@@AAEJXZ
00062D79 00062DC2 ?SetMaxGraphLatency@CFilterGraph@@EAGJ_J@Z
00062DC7 00062DF4 ?SyncUsingStreamOffset@CFilterGraph@@EAGJH@Z
00062DF9 00062E39 ?ReconnectPins@@YGJPAVCFilterGraph@@PAUIPin@@1PBU_AMMediaType@@K@Z
00062E3E 00062E71 ?NonDelegatingQueryInterface@CGraphConfig@@UAGJABU_GUID@@PAPAX@Z
00062E76 00062EC2 ?Reconfigure@CGraphConfig@@UAGJPAUIGraphConfigCallback@@PAXK1@Z
00062EC7 00062EDE ?AddFilterToCache@CGraphConfig@@UAGJPAUIBaseFilter@@@Z
00062EE3 00062EFA ?RemoveFilterFromCache@CGraphConfig@@UAGJPAUIBaseFilter@@@Z
00062EFF 00062F5A ?GetStartTime@CGraphConfig@@UAGJPA_J@Z
00062F5F 0006314E ?TraverseHelper@CGraphConfig@@AAEJPAUIPin@@PAPAU2@PA_N@Z
00063153 000631D9 ?SetFilterFlags@CGraphConfig@@UAGJPAUIBaseFilter@@K@Z
000631DE 00063252 ?GetFilterFlags@CGraphConfig@@UAGJPAUIBaseFilter@@PAK@Z
00063257 00063271 ?RemoveFilterEx@CGraphConfig@@UAGJPAUIBaseFilter@@K@Z
00063276 0006328F ?GetPrev@?$CInterfaceList@UIBaseFilter@@@@QBEPAUIBaseFilter@@AAPAU__POSITION@@@Z
00063294 000632B8 ??0?$CComQIPtr@UIPinConnection@@$1?IID_IPinConnection@@3U_GUID@@B@ATL@@QAE@PAUIUnknown@@@Z
000632BD 000632C5 ??_ECGraphConfig@@W3AEPAXI@Z
000632CA 0006330A ?DisconnectPeer@@YGJPAUIGraphBuilder@@PAUIPin@@@Z
0006330F 000633F4 ?GetPinListHelper@@YGJPAUIPin@@0PAV?$CInterfaceList@UIPin@@@@PAH@Z
000633F9 000635A3 ?StopAndRemoveFilters@@YGJPAVCFilterGraph@@PBV?$CInterfaceList@UIPin@@@@PAUIPin@@KW4_FilterState@@@Z
000635A8 000635C9 ??_GCGraphConfig@@UAEPAXI@Z
000635CE 00063688 ?GetSinkOrSourceHelper@CGraphConfig@@AAEJPAUIPin@@PAPAU2@@Z
0006368D 000636CB ?GetPinList@@YGJPAUIPin@@0PAV?$CInterfaceList@UIPin@@@@@Z
000636D0 000637B0 ?RestartFilters@@YGJPAUIPin@@0_JW4_FilterState@@PAVCFilterGraph@@@Z
000637B5 000638FE ?DoReconnectInternal@@YGJPAVCFilterGraph@@PAUIPin@@1PBU_AMMediaType@@PAUIBaseFilter@@PAXKPBV?$CInterfaceList@UIPin@@@@_JW4_FilterState@@@Z
00063903 00063961 ?DoReconnect@@YGJPAVCFilterGraph@@PAUIPin@@1PBU_AMMediaType@@PAUIBaseFilter@@PAXK_JW4_FilterState@@@Z
00063966 000639AF ?GetSinkOrSource@CGraphConfig@@AAEJPAUIPin@@PAPAU2@PAX@Z
000639B4 00063B40 ?Reconnect@CGraphConfig@@UAGJPAUIPin@@0PBU_AMMediaType@@PAUIBaseFilter@@PAXK@Z
00063B45 00063C52 ?PushThroughData@CGraphConfig@@UAGJPAUIPin@@PAUIPinConnection@@PAX@Z
00063C57 00063C89 ?GetLoadTime@@YG_KXZ
00063C8E 00063DAE ?RestoreFromCacheInternal@CMapperCache@@QAEJPAU_FILTER_CACHE@@@Z
00063DB3 00063DDC ?IsConnected@@YG_NPAUIPin@@@Z
00063DE1 00063E26 ?GetFilter@@YGXPAUIPin@@PAPAUIBaseFilter@@@Z
00063E2B 00063E42 ?ValidateFlags@@YG_NKK@Z
00063E47 00063E9B ?GetRegistryDWORD@@YGJPAUHKEY__@@PBG1PAK@Z
00063EA0 00063F24 ?GetFilterWhichOwnsConnectedPin@@YGJPAUIPin@@PAPAUIBaseFilter@@@Z
00063F29 00063F8A ?AreAllPinsUnconnected@CFilterCache@@CGJPAUIBaseFilter@@@Z
00063F8F 00063FC7 ?GetNextFilterPosition@CFilterCache@@QAE_NPAU__POSITION@@PAPAU2@@Z
00063FCC 0006401B ?FindCachedFilter@CFilterCache@@AAE_NPAUIBaseFilter@@PAPAU__POSITION@@@Z
00064020 00064053 ?IsFilterInCache@CFilterCache@@AAE_NPAUIBaseFilter@@@Z
00064058 000641D6 ?AddFilterToCacheInternal@CFilterCache@@AAEJPAUIBaseFilter@@@Z
000641DB 00064231 ?RemoveFilterFromCacheInternal@CFilterCache@@AAEJPAUIBaseFilter@@@Z
00064236 00064265 ?AddFilterToCache@CFilterCache@@QAEJPAUIBaseFilter@@@Z
0006426A 00064299 ?RemoveFilterFromCache@CFilterCache@@QAEJPAUIBaseFilter@@@Z
0006429E 000642DE ?NonDelegatingQueryInterface@CEnumCachedFilter@@UAGJABU_GUID@@PAPAX@Z
000642E3 0006431C ?Reset@CEnumCachedFilter@@UAGJXZ
00064321 00064330 ?AdvanceCurrentPosition@CEnumCachedFilter@@AAE_NXZ
00064335 00064373 ??0CEnumCachedFilter@@AAE@PAVCFilterCache@@PAVCMsgMutex@@PAU__POSITION@@K@Z
00064378 000643D3 ?Skip@CEnumCachedFilter@@UAGJK@Z
000643D8 00064454 ?Clone@CEnumCachedFilter@@UAGJPAPAUIEnumFilters@@@Z
00064459 0006447C ??ZIntSmallSet@@QAEXH@Z
00064481 0006449F ?Notify@CFGControl@@QAEJJJJ@Z
000644A4 000644C7 ??0CDevNotify@CFGControl@@QAE@PAUIUnknown@@PAX@Z
000644CC 000644E7 ?PostMessageW@CGraphWindow@CFGControl@@QAEHIIJ@Z
000644EC 0006451A ?ReleaseFocus@CFGControl@@QAEJPAUIUnknown@@@Z
0006451F 00064583 ?SetFocus@CFGControl@@QAEJPAUIBaseFilter@@@Z
00064588 000645A2 ?HibernateSuspendGraph@CFGControl@@QAEJXZ
000645A7 000645BC ?HibernateResumeGraph@CFGControl@@QAEJXZ
000645C1 000645DE ?GetClassID@CImplMediaFilter@CFGControl@@UAGJPAU_GUID@@@Z
000645E3 00064603 ?GetState@CImplMediaFilter@CFGControl@@UAGJKPAW4_FilterState@@@Z
00064608 00064625 ?SetSyncSource@CImplMediaFilter@CFGControl@@UAGJPAUIReferenceClock@@@Z
0006462A 00064647 ?GetSyncSource@CImplMediaFilter@CFGControl@@UAGJPAPAUIReferenceClock@@@Z
0006464C 00064666 ?Stop@CImplMediaFilter@CFGControl@@UAGJXZ
0006466B 00064685 ?Pause@CImplMediaFilter@CFGControl@@UAGJXZ
0006468A 000646A6 ?RenderFile@CImplMediaControl@CFGControl@@UAGJPAG@Z
000646AB 0006475F ?AddSourceFilter@CImplMediaControl@CFGControl@@UAGJPAGPAPAUIDispatch@@@Z
00064764 000647EA ?get_FilterCollection@CImplMediaControl@CFGControl@@UAGJPAPAUIDispatch@@@Z
000647EF 00064881 ?get_RegFilterCollection@CImplMediaControl@CFGControl@@UAGJPAPAUIDispatch@@@Z
00064886 000648CD ?CancelDefaultHandling@CImplMediaEvent@@UAGJJ@Z
000648D2 00064919 ?RestoreDefaultHandling@CImplMediaEvent@@UAGJJ@Z
0006491E 0006493F ?GetNotifyFlags@CImplMediaEvent@@UAGJPAJ@Z
00064944 000649B1 ?WorkerPinRepaint@CFGControl@@QAEJPAUIPin@@@Z
000649B6 00064A03 ?WorkerActivate@CFGControl@@QAEJPAUIBaseFilter@@H@Z
00064A08 00064A48 ?WorkerSkipFrames@CFGControl@@QAEJKPAUIFrameSkipResultCallback@@@Z
00064A4D 00064B02 ?WorkerRestart@CFGControl@@QAEJH@Z
00064B07 00064B36 ?WorkerPassMessageOn@CFGControl@@QAEJPAUHWND__@@IIJ@Z
00064B3B 00064B49 ?CancelRepaint@CFGControl@@QAEXXZ
00064B4E 00064B81 ?NonDelegatingQueryInterface@CImplQueueCommand@CFGControl@@UAGJABU_GUID@@PAPAX@Z
00064B86 00064BDA ?Process@CImplQueueCommand@CFGControl@@QAEXXZ
00064BDF 00064C03 ??_GCDevNotify@CFGControl@@QAEPAXI@Z
00064C08 00064CA4 ?RegisterInterfaceClass@CFGControl@@QAEJABU_GUID@@PAGPAPAX@Z
00064CA9 00064CB1 ??_ECImplQueueCommand@CFGControl@@W3AEPAXI@Z
00064CB6 00064CBE ??_ECImplQueueCommand@CFGControl@@WBA@AEPAXI@Z
00064CC3 00064CDD ?GetIFrameSkipResultCallbackObject@CFilterGraph@@QAEPAUIFrameSkipResultCallback@@XZ
00064CE2 00064D29 ?RecordEC_COMPLETE@CFGControl@@IAEJPAUIBaseFilter@@PA_N@Z
00064D2E 00064D80 ?Run@CImplMediaFilter@CFGControl@@UAGJ_J@Z
00064D85 00064D9B ?GetEventHandle@CImplMediaEvent@@UAGJPAJ@Z
00064DA0 00064EEB ?WaitForCompletion@CImplMediaEvent@@UAGJJPAJ@Z
00064EF0 00064F11 ??_GCImplQueueCommand@CFGControl@@UAEPAXI@Z
00064F16 00064F44 ?ThreadProc@CImplQueueCommand@CFGControl@@IAEXXZ
00064F49 00064F6A ?InitialThreadProc@CImplQueueCommand@CFGControl@@KGKPAX@Z
00064F6F 0006501C ?InvokeAt@CImplQueueCommand@CFGControl@@IAEJPAPAUIDeferredCommand@@NPAU_GUID@@JFJPAUtagVARIANT@@2PAFH@Z
00065021 000650EE ?AddDeviceRemovalReg@CFGControl@@QAEJPAUIAMDeviceRemoval@@@Z
000650F3 00065213 ?DeviceChangeMsg@CFGControl@@QAEXKPAU_DEV_BROADCAST_DEVICEINTERFACE_W@@@Z
00065218 00065281 ?FindLostDevice@CFGControl@@QAEJPAUIUnknown@@PAPAU__POSITION@@@Z
00065286 000652F7 ?RemoveDeviceRemovalRegistration@CFGControl@@QAEJPAUIUnknown@@@Z
000652FC 0006538C ?UpdateEC_COMPLETEState@CFGControl@@IAEJPAUIBaseFilter@@W4EC_COMPLETE_STATE@1@@Z
00065391 000653B4 ?GetListWindow@CFGControl@@QAEJPAPAV?$CGenericList@UIVideoWindow@@@@@Z
000653B9 000653BE ??_ECImplMediaEvent@@W3AEPAXI@Z
000653C3 000653CD ?QueryInterface@CURLCallback@@WBE@AGJABU_GUID@@PAPAX@Z
000653D2 000653F3 ??_ECImplMediaEvent@@UAEPAXI@Z
000653F8 00065481 ?ProcessEC_COMPLETE@CImplMediaEvent@@QAEJJJ@Z
00065486 00065509 ?SetNotifyFlags@CImplMediaEvent@@UAGJJ@Z
0006550E 000655B1 ?WorkerRepaint@CFGControl@@QAEJKPAUIPin@@@Z
000655B6 0006560F ?WorkerRecue@CFGControl@@QAEJK@Z
00065614 0006576E ?WorkerDisplayChanged@CFGControl@@QAEJPAPAUIPin@@K@Z
00065773 000657F1 ?WorkerFrameStepFinished@CFGControl@@QAEJK@Z
000657F6 00065829 ?InvokeAtStreamTime@CImplQueueCommand@CFGControl@@UAGJPAPAUIDeferredCommand@@NPAU_GUID@@JFJPAUtagVARIANT@@2PAF@Z
0006582E 00065861 ?InvokeAtPresentationTime@CImplQueueCommand@CFGControl@@UAGJPAPAUIDeferredCommand@@NPAU_GUID@@JFJPAUtagVARIANT@@2PAF@Z
00065866 00065881 ?UpdateEC_COMPLETEState@CFGControl@@IAEJPAUIBaseFilter@@W4_FilterState@@@Z
00065886 000658CF ?NonDelegatingQueryInterface@CImplMediaSeeking@CFGControl@@UAGJABU_GUID@@PAPAX@Z
000658D4 00065957 ?ConvertTimeFormat@CImplMediaSeeking@CFGControl@@UAGJPA_JPBU_GUID@@_J1@Z
0006595C 00065996 ?CheckCapabilities@CImplMediaSeeking@CFGControl@@UAGJPAK@Z
0006599B 000659C1 ?QueryPreferredFormat@CImplMediaSeeking@CFGControl@@UAGJPAU_GUID@@@Z
000659C6 00065A00 ?ReleaseCurrentSelection@CImplMediaSeeking@CFGControl@@AAEJXZ
00065A05 00065A42 ?GetTimeFormatW@CImplMediaSeeking@CFGControl@@UAGJPAU_GUID@@@Z
00065A47 00065A97 ?IsUsingTimeFormat@CImplMediaSeeking@CFGControl@@UAGJPBU_GUID@@@Z
00065A9C 00065B00 ?SetVideoRenderer@CImplMediaSeeking@CFGControl@@QAEJPAUIBaseFilter@@0@Z
00065B05 00065B0B ?StartSegment@CImplMediaSeeking@CFGControl@@QAEXPB_JK@Z
00065B10 00065B4A ?CheckEndOfSegment@CImplMediaSeeking@CFGControl@@QAEXXZ
00065B4F 00065B99 ?KillDeadSegments@CImplMediaSeeking@CFGControl@@QAEX_J@Z
00065B9E 00065BA6 ??_ECImplMediaSeeking@CFGControl@@W3AEPAXI@Z
00065BAB 00065C23 ?IsFormatSupported@CImplMediaSeeking@CFGControl@@UAGJPBU_GUID@@@Z
00065C28 00065DBF ?SetTimeFormat@CImplMediaSeeking@CFGControl@@UAGJPBU_GUID@@@Z
00065DC4 00066050 ?GetAvailable@CImplMediaSeeking@CFGControl@@UAGJPA_J0@Z
00066055 0006607B ?EndSegment@CImplMediaSeeking@CFGControl@@QAEXPB_JK@Z
00066080 00066141 ?NewSegment@CImplMediaSeeking@CFGControl@@QAEJPB_J0@Z
00066146 00066167 ??_GCImplMediaSeeking@CFGControl@@UAEPAXI@Z
0006616C 0006620E ?GetPositions@CImplMediaSeeking@CFGControl@@UAGJPA_J0@Z
00066213 00066246 ?NonDelegatingQueryInterface@CResourceManager@@UAGJABU_GUID@@PAPAX@Z
0006624B 0006628B ?Init@CResourceItem@@QAEXPBDJ@Z
00066290 000662B8 ?Init@CRequestor@@QAEXPAUIResourceConsumer@@PAUIUnknown@@KJ@Z
000662BD 000662DE ?Signal@CProcess@@QAEJXZ
000662E3 0006632F ?ReleaseFocus@CResourceManager@@UAGJPAUIUnknown@@@Z
