000017B4 000017C8 __EH_epilog3
001E92E4 001E92E8 ?GetType@ZapDependencies@@UAE?AW4ZapNodeType@@XZ
001E92E8 001E92EC ?GetAddrOfSecurityDesc@SecurityFrame@@UAEPAPAVObject@@XZ
001E92EC 001E9311 ?GcScanRoots@InterceptorFrame@@UAEXP6GXAAPAVObject@@PAUScanContext@@K@Z1@Z
001E931F 001E9387 ?X86EmitCmpRegImm32@StubLinkerCPU@@QAEXW4X86Reg@@H@Z
001E9387 001E93B0 ?X86EmitPushRegs@StubLinkerCPU@@QAEXI@Z
001E942C 001E94C8 ?X86EmitOffsetModRmSIB@StubLinkerCPU@@QAEXEW4X86Reg@@00HH@Z
001E94F2 001E957F ?generate_noref_copy@@YGXIPAVStubLinkerCPU@@@Z
001E957F 001E95B5 ?LoadArrayOpArg2@@YG?AW4X86Reg@@HIPAVStubLinkerCPU@@W41@I@Z
001E9A43 001E9B72 ?CreateThreadBlockReturnHr@@YGPAVThread@@PAVUnmanagedToManagedCallFrame@@@Z
001E9B72 001E9BDB ?Fixup@FixupPrecode@@QAEXPAVDataImage@@PAVMethodDesc@@@Z
001E9BDB 001E9BE0 ?GetAssembly@MulticastFrame@@UAEPAVAssembly@@XZ
001E9BE0 001E9BE3 nullsub_8
001E9BE3 001E9BE7 ?GetPointerToDstArgs@UnmanagedToManagedCallFrame@@UAEPAXXZ
001E9BE7 001E9C0F ?X86EmitBaseIndexPush@StubLinkerCPU@@QAEXW4X86Reg@@0HH@Z
001E9CD1 001E9D0B ?Init@ThisPtrRetBufPrecode@@QAEXPAVMethodDesc@@PAVBaseDomain@@@Z
001E9DA1 001E9EF0 ?EmitSecurityWrapperStub@StubLinkerCPU@@QAEPAXIPAVMethodDesc@@HPAXPAUDeclActionInfo@@@Z
001E9FBF 001EA11A ?EmitSecureDelegateInvoke@StubLinkerCPU@@QAEXIPAVMetaSig@@@Z
001EA11A 001EA1FB ?EmitProfilerComCallProlog@StubLinkerCPU@@QAEXKW4X86Reg@@@Z
001EA1FB 001EA2DD ?EmitProfilerComCallEpilog@StubLinkerCPU@@QAEXKW4X86Reg@@@Z
001EA494 001EA4AB ??0ThreadLocalIBCInfo@@QAE@XZ
001EA4AB 001EA4C0 ?LogMethodAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EA4C0 001EA4E6 ?IsInCantAllocRegion@@YG_NXZ
001EA4E6 001EA554 ?MapAddrToTokenInModule@MetaDataTracker@@AAEIPBX@Z
001EA554 001EA57E ?Equals@DelayCallbackTableTraits@@SGHPAVIbcCallback@@0@Z
001EA57E 001EA594 ?IsLoggingDisabled@ThreadLocalIBCInfo@@QAEHXZ
001EA594 001EA5CC ?IsClassPointerValid@MethodTable@@QAEHXZ
001EA5F5 001EA61B ??0IBCLoggingDisabler@@QAE@PAVThreadLocalIBCInfo@@@Z
001EA626 001EA68D ?GetSync@IBCLogger@@QAEPAVCrst@@XZ
001EA68D 001EA6D6 ?GetPtrDelayList@ThreadLocalIBCInfo@@QAEPAV?$SHash@VDelayCallbackTableTraits@@@@XZ
001EA6D6 001EA6EC ?LogMethodTableAccessHelper@IBCLogger@@AAEXPBVMethodTable@@@Z
001EA6EC 001EA716 ?LogMethodTableWriteableDataAccessHelper@IBCLogger@@AAEXPBVMethodTable@@@Z
001EA716 001EA72A ?LogRidMapAccessHelper@IBCLogger@@AAEXU?$Pair@PAVModule@@I@@@Z
001EA72A 001EA759 ?Next@Index@?$SHash@UDispatchTokenFatSHashTraits@BaseDomain@@@@IAEXXZ
001EA759 001EA770 ?First@Index@?$SHash@VDelayCallbackTableTraits@@@@IAEXXZ
001EA770 001EA7F1 ?Lookup@?$SHash@VDelayCallbackTableTraits@@@@CGPBQAVIbcCallback@@PAPAV2@IPAV2@@Z
001EA7F1 001EA84B ?Add@?$SHash@VDelayCallbackTableTraits@@@@CGHPAPAVIbcCallback@@IABQAV2@@Z
001EA84B 001EA8C2 ?Remove@?$SHash@VDelayCallbackTableTraits@@@@AAEXPAPAVIbcCallback@@IPAV2@@Z
001EA8C2 001EA8EA ?MapAddrToToken@MetaDataTracker@@SGIPBX@Z
001EA8EA 001EA91F ??1IBCLogger@@QAE@XZ
001EA91F 001EA934 ?LogTypeAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EA934 001EA977 ?LogMetaDataAccessHelper@IBCLogger@@AAEXPBX@Z
001EA977 001EA9BF ?LogMetaDataBlobAccessHelper@IBCLogger@@AAEXU?$Pair@PAEK@@@Z
001EA9BF 001EA9E4 ??E?$Enumerator@QAVIbcCallback@@VIterator@?$SHash@VDelayCallbackTableTraits@@@@@@QAE?AVIterator@?$SHash@VDelayCallbackTableTraits@@@@H@Z
001EA9E4 001EAA02 ?Lookup@?$SHash@VDelayCallbackTableTraits@@@@QBEPAVIbcCallback@@PAV2@@Z
001EAA02 001EAA16 ?Remove@?$SHash@VDelayCallbackTableTraits@@@@QAEXPAVIbcCallback@@@Z
001EAA16 001EAA28 ?LogMetaDataAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EAA28 001EAA48 ?LogMetaDataBlobAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EAA48 001EAA60 ?IsRestored_NoLogging@MethodTable@@QAEHXZ
001EAA60 001EAA83 ?Begin@?$SHash@VDelayCallbackTableTraits@@@@QBE?AVIterator@1@XZ
001EAA83 001EAB2B ?Reallocate@?$SHash@VDelayCallbackTableTraits@@@@QAEXI@Z
001EAB3C 001EAB6B ?Grow@?$SHash@VDelayCallbackTableTraits@@@@QAEXXZ
001EAB6B 001EAB7F ?CheckGrowth@?$SHash@VDelayCallbackTableTraits@@@@AAEHXZ
001EAB7F 001EABA6 ?Add@?$SHash@VDelayCallbackTableTraits@@@@QAEXABQAVIbcCallback@@@Z
001EABA6 001EAC33 ?DelayedCallbackPtr@IBCLogger@@AAEXQ6GXPAV1@PBX1@Z11@Z
001EAC33 001EACEA ?InvokeCallbackHelper@@YGHPAVIbcCallback@@@Z
001EADD3 001EAE4F ?ProcessDelayedCallbacks@ThreadLocalIBCInfo@@QAEHXZ
001EAE4F 001EAF0D ?CallbackHelper@ThreadLocalIBCInfo@@QAEXPBXQ6GXPAVIBCLogger@@00@Z@Z
001EAF0D 001EAF5B ?LogEEClassAndMethodTableAccessHelper@IBCLogger@@AAEXPAVEEClass@@@Z
001EAF5B 001EAFEA ?LogClassHashTableAccessHelper@IBCLogger@@AAEXPAPAX@Z
001EAFEA 001EAFFC ?LogClassHashTableAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EAFFC 001EB067 ?LogAccessThreadSafeHelper@IBCLogger@@AAEXPBXQ6GXPAV1@00@Z@Z
001EB067 001EB0B7 ??1ThreadLocalIBCInfo@@QAE@XZ
001EB0B7 001EB0C5 ?LogAccessThreadSafeHelperStatic@IBCLogger@@CGXPBXQ6GXPAV1@00@Z@Z
001EB0C5 001EB0DE ?LogMetaDataAccessStatic@IBCLogger@@CGXPBX@Z
001EB0DE 001EB0F7 ?LogMetaDataBlobAccessStatic@IBCLogger@@CGXPBX@Z
001EB0FB 001EB10E ?LogMetaDataAccess@?A0xfd406c37@@YGXPBX@Z
001EB10E 001EB137 ?LogMetaDataBlobAccess@?A0xfd406c37@@YGXABU?$Pair@PAEK@@@Z
001EB137 001EB152 ?EnableAllInstr@IBCLogger@@QAEXXZ
001EB165 001EB301 ?LogTypeAccessHelper@IBCLogger@@AAEXVTypeHandle@@K@Z
001EB301 001EB32B ?LogMethodTableWriteableDataWriteAccessHelper@IBCLogger@@AAEXPAVMethodTable@@@Z
001EB32B 001EB377 ?LogEEClassCOWTableAccessHelper@IBCLogger@@AAEXPAVEEClass@@@Z
001EB377 001EB3A3 ?LogFieldDescsAccessHelper@IBCLogger@@AAEXPAVEEClass@@@Z
001EB3A3 001EB3EF ?LogStoredEnumDataAccessHelper@IBCLogger@@AAEXPAVEEClass@@@Z
001EB3EF 001EB419 ?LogDispatchMapAccessHelper@IBCLogger@@AAEXPAVMethodTable@@@Z
001EB419 001EB451 ?LogDispatchTableAccessHelper@IBCLogger@@AAEXPAVMethodTable@@@Z
001EB451 001EB47C ?LogDispatchTableSlotAccessHelper@IBCLogger@@AAEXPAUDispatchSlot@@@Z
001EB47C 001EB4C8 ?LogFieldMarshalersReadAccessHelper@IBCLogger@@AAEXPAVEEClass@@@Z
001EB4C8 001EB4DE ?LogCCtorInfoReadAccessHelper@IBCLogger@@AAEXPAVMethodTable@@@Z
001EB4DE 001EB4F1 ?LogTypeHashTableAccessHelper@IBCLogger@@AAEXPBVTypeHandle@@@Z
001EB4F1 001EB503 ?LogFieldMarshalersReadAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EB503 001EB6AA ?LogMethodAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@K@Z
001EB6AA 001EB6BB ?LogMethodDescAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB6BB 001EB6DC ?LogMethodDescWriteAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB6DC 001EB6FD ?LogMethodPrecodeAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB6FD 001EB72A ?LogMethodPrecodeWriteAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB72A 001EB73B ?LogMethodCodeAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB73B 001EB75C ?LogMethodGCInfoAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB75C 001EB76F ?LogTypeMethodTableAccessHelper@IBCLogger@@AAEXPBVTypeHandle@@@Z
001EB76F 001EB793 ?LogTypeMethodTableWriteableAccessHelper@IBCLogger@@AAEXPBVTypeHandle@@@Z
001EB793 001EB7B4 ?LogStoredMethodDataAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB7B4 001EB7C5 ?LogCerMethodListReadAccessHelper@IBCLogger@@AAEXPAVMethodDesc@@@Z
001EB7C5 001EB882 ?LogRVADataAccessHelper@IBCLogger@@AAEXPAVFieldDesc@@@Z
001EB882 001EB894 ?LogRVADataAccessWrapper@IBCLogger@@CGXPAV1@PBX1@Z
001EB8C6 001EB909 ??1HENUMInternalMethodImplHolder@@QAE@XZ
001EB910 001EB917 ??0CORSEC_ATTRSET@@QAE@XZ
001EB95E 001EB979 ??0SparseVTableMap@@QAE@XZ
001EB979 001EB9DB ?AllocOrExpand@SparseVTableMap@@AAEHXZ
001EB9DB 001EBA56 ?RecordGap@SparseVTableMap@@QAEHGG@Z
001EBA56 001EBABD ?FinalizeMapping@SparseVTableMap@@QAEHG@Z
001EBABD 001EBB43 ?LookupVTSlot@SparseVTableMap@@QAEGG@Z
001EBB43 001EBB48 ?GetNumVTableSlots@SparseVTableMap@@QAEGXZ
001EBB48 001EBB7C ?Save@SparseVTableMap@@QAEXPAVDataImage@@@Z
001EBB7C 001EBB93 ?Compare@?$CQuickSort@UDebuggerILToNativeMap@@@@MAEHPAUDebuggerILToNativeMap@@0@Z
001EBBCC 001EBBE4 ?GetAllocatedBlockSize@BitMask@@QAEIXZ
001EBBE4 001EBBF4 ??1ExplicitFieldTrustHolder@@QAE@XZ
001EBBF4 001EBC1F ??1EEClass@@IAE@XZ
001EBC26 001EBC58 ?FindDeclaredMethodByToken@bmtMethodInfo@MethodTableBuilder@@QAEPAVbmtMDMethod@2@I@Z
001EBC5C 001EBC72 ?MethodInheritanceCheck@Security@@SGXPAVMethodDesc@@0@Z
001EBC72 001EBC81 ??1CORSEC_ATTRSET@@QAE@XZ
001EBD22 001EBD35 ?AddChunk@EEClass@@QAEXPAVMethodDescChunk@@@Z
001EBD9B 001EBDC0 ?GetParentType@bmtTypeHandle@MethodTableBuilder@@QBE?AV12@XZ
001EBDC5 001EBDEE ?CanHaveRVA@Security@@SGHPAVFieldDesc@@PAVAssembly@@@Z
001EBE0C 001EBE6E ?IsEnclosingNestedTypePair@MethodTableBuilder@@AAE_NVbmtTypeHandle@1@0@Z
001EBE6E 001EBEB3 ?IsBaseTypeAlsoEnclosingType@MethodTableBuilder@@AAE_NVbmtTypeHandle@1@0@Z
001EBED4 001EC03A ?IsDefined@@YGHPAVModule@@IVTypeHandle@@@Z
001EC03A 001EC06F ?GetExistingUnboxedEntryPointMD@MethodTable@@QAEPAVMethodDesc@@PAV2@@Z
001EC12E 001EC157 ?FieldDescListSize@EEClass@@QAEKXZ
001EC169 001EC18A ?SetIsComClassInterface@EEClass@@QAEXXZ
001EC18A 001EC1A2 ?SetFixedUp@EEClass@@AAEXXZ
001EC1EF 001EC225 ?BuildMethodTableThrowException@MethodTableBuilder@@AAEXJII@Z
001EC226 001EC25F ?BuildMethodTableThrowException@MethodTableBuilder@@AAEXJIPBD@Z
001EC30C 001EC4DA ?FindMethodDeclarationForMethodImpl@MethodTableBuilder@@AAEJIPAIH@Z
001EC5DA 001EC745 ?CheckValueClassLayout@MethodTableBuilder@@CG?AW4TrustLevel@ExplicitFieldTrust@@PAVEEClass@@PAEPAK@Z
001EC8AC 001EC915 ?CheckForRemotingProxyAttrib@MethodTableBuilder@@AAEXXZ
001EC91E 001EC95D ?FindMethodForInterfaceSlot@EEClass@@QAEPAVMethodDesc@@PAVMethodTable@@G@Z
001EC9AE 001ECA06 ?GetExtent@EEClass@@QAEXPAPAE0@Z
001ECA11 001ECA45 ?IsBody@bmtMethodImplInfo@MethodTableBuilder@@QAEHI@Z
001ECA45 001ECA5B ??1?$BaseHolder@PAVMethodData@MethodTable@@V?$FunctionBase@PAVMethodData@MethodTable@@$1?HolderAcquire@12@SGXPAV12@@Z$1?HolderRelease@12@SGX0@Z$01@@$0A@$1??$CompareDefault@PAVMethodData@MethodTable@@@@YGHPAV12@0@Z$01@@QAE@XZ
001ECCE2 001ECDC6 ?PlaceLocalDeclaration@MethodTableBuilder@@AAEXPAVbmtMDMethod@1@0PAKPAPAVMethodDesc@@1@Z
001ECDC6 001ECE67 ?PlaceParentDeclaration@MethodTableBuilder@@AAEXPAVbmtRTMethod@1@PAVbmtMDMethod@1@PAKPAPAVMethodDesc@@2@Z
001ECEBC 001ECF27 ?NotifyDebuggerLoad@TypeHandle@@QBEHPAVAppDomain@@H@Z
001ECF27 001ECF79 ?NotifyDebuggerUnload@TypeHandle@@QBEXPAVAppDomain@@@Z
001ED003 001ED0A8 ?FindEventMethod@EEClass@@QAEPAVMethodDesc@@PBDW4EnumEventMethods@@W4FM_Flags@1@@Z
001ED0B4 001ED25D ?ComputeNeedsRestore@EEClass@@QAEHPAVDataImage@@PAVTypeHandleList@@@Z
001ED266 001ED4F3 ?Fixup@EEClass@@QAEXPAVDataImage@@PAVMethodTable@@@Z
001ED4F3 001ED545 ?GetPathForErrorMessages@EEClass@@QAEXAAVSString@@@Z
001ED545 001ED581 ?LookupMemberRefAsMethod@Module@@QAEPAVMethodDesc@@I@Z
001EDA87 001EDE2F ?CheckVarianceInSig@EEClass@@SGHKPAEPAVModule@@VSigPointer@@W4CorGenericParamAttr@@@Z
001EDE53 001EDFB4 ?SetupCoClassAttribInfo@EEClass@@QAEXXZ
001EDFBD 001EE1D6 ?GetEventInterfaceInfo@EEClass@@QAEXPAPAV1@0@Z
001EE1D6 001EE303 ?_GetFullyQualifiedNameForClass@EEClass@@QAEAAVSString@@AAV2@@Z
001EE360 001EE395 ?CreateMinimalClass@MethodTableBuilder@@SGXPAVLoaderHeap@@PAVModule@@PAVAllocMemTracker@@KPAPAVEEClass@@@Z
001EE3E5 001EE4ED ?AddField@EEClass@@QAEJIPAPAVEnCFieldDesc@@@Z
001EE8E2 001EE942 ?ExpandExactInheritedInterfaces@MethodTableBuilder@@SGXPAUbmtExactInterfaceInfo@1@PAVMethodTable@@PBVSubstitution@@@Z
001EEE38 001EEE74 ?GetDefItfForComClassItf@MethodTable@@QAE?AVTypeHandle@@XZ
001EF4DB 001EF9BE ?FixupFieldDescForEnC@EEClass@@QAEXPAVEnCFieldDesc@@I@Z
001EF9BE 001EFDA7 ?AddMethod@EEClass@@QAEJIKPAPAVMethodDesc@@@Z
001EFFF3 001F03D3 ?Save@EEClass@@QAEXPAVDataImage@@@Z
001F05D7 001F05F0 ?MakeAgile@SimpleComCallWrapper@@QAEXPAUOBJECTHANDLE__@@@Z
001F05F0 001F060F ??_GConnectionPoint@@QAEPAXI@Z
001F060F 001F0648 ?CreateConnectionPoint@SimpleComCallWrapper@@AAEPAVConnectionPoint@@PAVComCallWrapper@@PAVMethodTable@@@Z
001F0648 001F066C ?SupportsExceptions@SimpleComCallWrapper@@SGHPAVMethodTable@@@Z
001F066C 001F0692 ?GetWrapperFromIP@SimpleComCallWrapper@@SGPAU1@PAUIUnknown@@@Z
001F0692 001F06AF ?InitOuter@SimpleComCallWrapper@@QAEXPAUIUnknown@@@Z
001F06AF 001F06B8 ?InitializeOuter@ComCallWrapper@@QAEXPAUIUnknown@@@Z
001F06B8 001F06BF ?GetOuter@ComCallWrapper@@QAEPAUIUnknown@@XZ
001F06BF 001F06CF ?GetStartWrapper@ComCallWrapper@@KGPAV1@PAV1@@Z
001F06CF 001F06EE ??_GCCacheLineAllocator@@QAEPAXI@Z
001F06EE 001F071E ?GetComMTForItf@ComCallWrapperTemplate@@QAEPAUComMethodTable@@PAVMethodTable@@@Z
001F071E 001F0772 ?CheckParentComVisibilityNoThrow@ComCallWrapperTemplate@@QAEHH@Z
001F0772 001F0791 ??_GConnectionPointEnum@@QAEPAXI@Z
001F079E 001F07D4 ?OwnedbyThisMT@ComMethodTable@@QAEHI@Z
001F07F9 001F080A ?ComFailStubWorker@@YGIPAVComPrestubMethodFrame@@@Z
001F080A 001F0842 ?UpdateRegDisplay@ComPrestubMethodFrame@@UAEXQAU_REGDISPLAY@@@Z
001F0842 001F0850 ?MarkHandleWeak@ComCallWrapper@@QAEXXZ
001F0850 001F085F ?ResetHandleStrength@ComCallWrapper@@QAEXXZ
001F085F 001F089B ?DoScriptingSecurityCheck@ComCallWrapper@@IAEXXZ
001F089B 001F08E3 ??1ComCallWrapperCache@@QAE@XZ
001F08E3 001F0902 ??_GComCallWrapperCache@@QAEPAXI@Z
001F0902 001F092B ?CheckParentComVisibility@ComCallWrapperTemplate@@QAEXH@Z
001F093E 001F0969 ?RegisterRCWNoCheck@Thread@@QAEPAURCW@@PAVSyncBlock@@@Z
001F0A5A 001F0A97 ?CreateCPArray@SimpleComCallWrapper@@AAEPAV?$CQuickArray@PAVConnectionPoint@@@@XZ
001F0AB8 001F0ACE ??1?$BaseHolder@PAUOBJECTHANDLE__@@V?$FunctionBase@PAUOBJECTHANDLE__@@$1??$DoNothing@PAUOBJECTHANDLE__@@@@YGXPAU1@@Z$1?VoidDestroyRefCountedHandle@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAUOBJECTHANDLE__@@@@YGHPAU1@0@Z$01@@QAE@XZ
001F0ACE 001F0B42 ?IsStrictlyUnboxed@@YG_NPAVMethodDesc@@@Z
001F0B5D 001F0B9A ?InitExceptionInfo@SimpleComCallWrapper@@AAEXXZ
001F0B9A 001F0CB9 ?Cleanup@ComMethodTable@@QAEXXZ
001F0CB9 001F0CD4 ?GetModule@ComCallMethodDesc@@QAEPAVModule@@XZ
001F0CD4 001F0CF0 ??1?$BaseHolder@PAVCCacheLineAllocator@@V?$FunctionBase@PAVCCacheLineAllocator@@$1??$DoNothing@PAVCCacheLineAllocator@@@@YGXPAV1@@Z$1??$Delete@VCCacheLineAllocator@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVCCacheLineAllocator@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F0CF0 001F0D06 ??1?$BaseHolder@PAUComMethodTable@@V?$FunctionBase@PAUComMethodTable@@$1??$DoNothing@PAUComMethodTable@@@@YGXPAU1@@Z$1??$DeleteExecutable@UComMethodTable@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAUComMethodTable@@@@YGHPAU1@0@Z$01@@QAE@XZ
001F0D06 001F0D46 ?DoRelease@?$FunctionBase@PAURCW@@$1?NewRCWHolderDoNothing@@YGXPAU1@@Z$1?NewRCWHolderRelease@@YGX0@Z$01@@IAEXXZ
001F0D46 001F0D85 ?DoRelease@?$FunctionBase@PAV?$CQuickArray@PAVConnectionPoint@@@@$1?CPListDoNothing@@YGXPAV1@@Z$1?CPListRelease@@YGX0@Z$01@@IAEXXZ
001F0D85 001F0DB1 ??1?$BaseWrapper@PAUOBJECTHANDLE__@@V?$FunctionBase@PAUOBJECTHANDLE__@@$1??$DoNothing@PAUOBJECTHANDLE__@@@@YGXPAU1@@Z$1?VoidDestroyRefCountedHandle@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAUOBJECTHANDLE__@@@@YGHPAU1@0@Z$01@@QAE@XZ
001F0DD7 001F0E2F ?Cleanup@ComCallWrapperTemplate@@AAEXXZ
001F0E3B 001F0E57 ??1?$BaseHolder@PAVConnectionPointEnum@@V?$FunctionBase@PAVConnectionPointEnum@@$1??$DoNothing@PAVConnectionPointEnum@@@@YGXPAV1@@Z$1??$Delete@VConnectionPointEnum@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVConnectionPointEnum@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F0E57 001F0E73 ??1?$BaseHolder@PAVComCallWrapperCache@@V?$FunctionBase@PAVComCallWrapperCache@@$1??$DoNothing@PAVComCallWrapperCache@@@@YGXPAV1@@Z$1??$Delete@VComCallWrapperCache@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVComCallWrapperCache@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F0E73 001F0E91 ??1?$Wrapper@PAUOBJECTHANDLE__@@$1??$DoNothing@PAUOBJECTHANDLE__@@@@YGXPAU1@@Z$1?VoidDestroyRefCountedHandle@@YGX0@Z$0A@$1??$CompareDefault@PAUOBJECTHANDLE__@@@@YGH00@Z$01@@QAE@XZ
001F0E91 001F0EA4 ?ComCallWrapperTemplateRelease@@YGXPAVComCallWrapperTemplate@@@Z
001F0F4F 001F0F81 ??1?$BaseWrapper@PAVConnectionPointEnum@@V?$FunctionBase@PAVConnectionPointEnum@@$1??$DoNothing@PAVConnectionPointEnum@@@@YGXPAV1@@Z$1??$Delete@VConnectionPointEnum@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVConnectionPointEnum@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F0FB0 001F0FCE ??1RCOBJECTHANDLEHolder@@QAE@XZ
001F0FE4 001F10AA ?LayOutBasicMethodTable@ComMethodTable@@QAEXXZ
001F10AA 001F10BE ??1?$BaseHolder@PAURCW@@V?$FunctionBase@PAURCW@@$1?NewRCWHolderDoNothing@@YGXPAU1@@Z$1?NewRCWHolderRelease@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAURCW@@@@YGHPAU1@0@Z$01@@QAE@XZ
001F10BE 001F10D2 ??1?$BaseHolder@PAV?$CQuickArray@PAVConnectionPoint@@@@V?$FunctionBase@PAV?$CQuickArray@PAVConnectionPoint@@@@$1?CPListDoNothing@@YGXPAV1@@Z$1?CPListRelease@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAV?$CQuickArray@PAVConnectionPoint@@@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F10E0 001F110A ??1?$BaseWrapper@PAV?$CQuickArray@PAVConnectionPoint@@@@V?$FunctionBase@PAV?$CQuickArray@PAVConnectionPoint@@@@$1?CPListDoNothing@@YGXPAV1@@Z$1?CPListRelease@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAV?$CQuickArray@PAVConnectionPoint@@@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F110A 001F1128 ??1?$Wrapper@PAVConnectionPointEnum@@$1??$DoNothing@PAVConnectionPointEnum@@@@YGXPAV1@@Z$1??$Delete@VConnectionPointEnum@@@@YGX0@Z$0A@$1??$CompareDefault@PAVConnectionPointEnum@@@@YGH00@Z$01@@QAE@XZ
001F1851 001F186F ??1?$Wrapper@PAV?$CQuickArray@PAVConnectionPoint@@@@$1?CPListDoNothing@@YGXPAV1@@Z$1?CPListRelease@@YGX0@Z$0A@$1??$CompareDefault@PAV?$CQuickArray@PAVConnectionPoint@@@@@@YGH00@Z$01@@QAE@XZ
001F186F 001F188D ??1CPListHolder@@QAE@XZ
001F188D 001F191F ?TryCreateConnectionPoint@SimpleComCallWrapper@@AAEPAVConnectionPoint@@PAVComCallWrapper@@PAVMethodTable@@@Z
001F1B81 001F1B9F ??1?$NewHolder@VConnectionPointEnum@@V?$Wrapper@PAVConnectionPointEnum@@$1??$DoNothing@PAVConnectionPointEnum@@@@YGXPAV1@@Z$1??$Delete@VConnectionPointEnum@@@@YGX0@Z$0A@$1??$CompareDefault@PAVConnectionPointEnum@@@@YGH00@Z$01@@@@QAE@XZ
001F1B9F 001F1C3B ?MakeAgile@ComCallWrapper@@QAEXPAVObject@@@Z
001F1F68 001F1FD6 ?SetITypeInfo@ComMethodTable@@QAEXPAUITypeInfo@@@Z
001F20CD 001F20E3 ??1?$BaseHolder@PAVComCallWrapperTemplate@@V?$FunctionBase@PAVComCallWrapperTemplate@@$1??$DoNothing@PAVComCallWrapperTemplate@@@@YGXPAV1@@Z$1?ComCallWrapperTemplateRelease@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAVComCallWrapperTemplate@@@@YGHPAV1@0@Z$01@@QAE@XZ
001F20EF 001F2120 ??0CPListHolder@@QAE@PAV?$CQuickArray@PAVConnectionPoint@@@@@Z
001F2120 001F21DB ?SetUpCPListHelper@SimpleComCallWrapper@@AAEXPAPAVMethodTable@@H@Z
001F21F7 001F221E ?SupportsIExpando@SimpleComCallWrapper@@SGHPAVMethodTable@@@Z
001F2291 001F22AD ??1?$BaseHolder@PAUSimpleComCallWrapper@@V?$FunctionBase@PAUSimpleComCallWrapper@@$1??$DoNothing@PAUSimpleComCallWrapper@@@@YGXPAU1@@Z$1??$Delete@USimpleComCallWrapper@@@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAUSimpleComCallWrapper@@@@YGHPAU1@0@Z$01@@QAE@XZ
001F22D0 001F235E ?InitDispatchExInfo@SimpleComCallWrapper@@AAEXXZ
001F235E 001F23E3 ?SetUpCPList@SimpleComCallWrapper@@AAEXXZ
001F23E3 001F24E8 ?QIStandardInterface@SimpleComCallWrapper@@AAEPAUIUnknown@@W4Enum_StdInterfaces@@@Z
001F2546 001F25D7 ?FindConnectionPoint@SimpleComCallWrapper@@QAEHABU_GUID@@PAPAUIConnectionPoint@@@Z
001F25D7 001F2658 ?EnumConnectionPoints@SimpleComCallWrapper@@QAEXPAPAUIEnumConnectionPoints@@@Z
001F2672 001F2696 ?GetParentClassComMT@ComMethodTable@@QAEPAU1@XZ
001F2696 001F26B7 ?GetInnerUnknown@SimpleComCallWrapper@@QAEJPAPAX@Z
001F26B7 001F26C0 ?GetInnerUnknown@ComCallWrapper@@QAEJPAPAX@Z
001F2BF4 001F2C0A ??1?$BaseHolder@PAPAVSafeHandle@@V?$FunctionBase@PAPAVSafeHandle@@$1?AcquireSafeHandle@@YGXPAPAV1@@Z$1?ReleaseSafeHandle@@YGX0@Z$01@@$0A@$1??$CompareDefault@PAPAVSafeHandle@@@@YGHPAPAV1@0@Z$01@@QAE@XZ
001F2D09 001F2E4D ?CLR_ImpersonateLoggedOnUser@COMPrincipal@@SGXPAX@Z
001F2E4D 001F2E5C ??1AddressInitHolder@?$BaseWrapper@PAXV?$FunctionBase@PAX$1??$DoNothing@PAX@@YGXPAX@Z$1?VoidCloseHandle@@YGX0@Z$01@@$0PPPPPPPP@$1??$CompareDefault@PAX@@YGHPAX0@Z$01@@QAE@XZ
