0000A066 0000A092 _CcCopyReadExceptionFilter@8
0005955A 00059654 _RtlTimeToTimeFields@8
0005965A 000597F6 _RtlTimeFieldsToTime@8
000597FC 0005983D _RtlTimeToSecondsSince1980@8
00059842 00059874 _RtlSecondsSince1980ToTime@8
0005987A 000598BB _RtlTimeToSecondsSince1970@8
000598C0 000598F2 _RtlSecondsSince1970ToTime@8
000598F8 00059971 _RtlpTraceDatabaseInternalFind@16
00059976 000599A6 _RtlpTraceStandardHashFunction@8
000599AC 000599CC _RtlpTraceDatabaseAllocate@12
000599D2 000599E8 _RtlpTraceDatabaseFree@8
000599EE 00059A2F _RtlpTraceDatabaseInitializeLock@4
00059A34 00059A67 _RtlpTraceDatabaseAcquireLock@4
00059A6C 00059A98 _RtlpTraceDatabaseReleaseLock@4
00059A9E 00059B21 _RtlTraceDatabaseEnumerate@12
00059B26 00059C12 _RtlTraceDatabaseCreate@20
00059C46 00059CA1 _RtlTraceDatabaseDestroy@4
00059CA6 00059CEB _RtlTraceDatabaseValidate@4
00059CF0 00059D26 _RtlTraceDatabaseFind@16
00059D6E 00059EBA _RtlpTraceDatabaseInternalAdd@16
00059EC0 00059ECB _RtlTraceDatabaseLock@4
00059ED0 00059EDB _RtlTraceDatabaseUnlock@4
00059EE0 00059F10 _RtlTraceDatabaseAdd@16
00059F16 00059F78 _RtlIsValidHandler@4
00059F7E 0005A0ED _RtlDispatchException@8
0005A0F2 0005A2F8 _RtlUnwind@16
0005A2FE 0005A330 _RtlInitializeExceptionLog@4
0005A336 0005A3CA _RtlpLogExceptionHandler@20
0005A3D0 0005A3F5 _RtlpLogLastExceptionDisposition@8
0005A3FA 0005A4C1 _RtlInitStackTraceDataBaseEx@28
0005A4C6 0005A4EF _RtlpAcquireStackTraceDataBase@0
0005A4F4 0005A4FE _RtlpReleaseStackTraceDataBase@0
0005A504 0005A609 _RtlpExtendStackTraceDataBase@8
0005A60E 0005A71F _RtlLogStackBackTrace@0
0005A724 0005A835 _RtlLogUmodeStackBackTrace@0
0005A83A 0005A8BF _RtlpCaptureStackLimits@12
0005A8C4 0005A922 _RtlpSearchValidationCode@12
0005A928 0005AA3C _RtlpNormalizePeHeaderForIdHash@4
0005AAA8 0005AB2B _RtlpCopyAndNormalizePeHeaderForHash@20
0005AB30 0005AB86 _RtlpPeHeaderHash2@8
0005AB8C 0005AC06 _RtlpGetColdpatchDebugSignature@4
0005AC38 0005AD01 _RtlpValidatePeHeaderHash2@8
0005AD06 0005AD71 _RtlpValidatePeChecksum@8
0005ADE2 0005AE6C _RtlpValidateTargetModule@8
0005AE72 0005AE9C _DebugService@20
0005AEA2 0005AEB7 _DebugService2@12
0005AEBC 0005AEDC _DebugPrint@12
0005AEE2 0005AF07 _DebugPrompt@8
0005AF0C 0005AF42 @RtlInterlockedSetClearBits@12
0005AF48 0005AF72 _RtlRaiseStatus@4
0005AF78 0005AFFC _RtlLookupFunctionTable@12
0005B002 0005B05D _ExAllocateLocallyUniqueId@4
0005B062 0005B0C8 @SeDetailedAuditingWithToken@4
0005B0CE 0005B1C0 _SepAdtAuditThisEventWithContext@16
0005B1EA 0005B35F _SepInitProcessAuditSd@0
0005B364 0005B494 _SeTokenCanImpersonate@12
0005B49A 0005B5F4 _SeMakeAnonymousLogonTokenNoEveryone@0
0005B5FA 0005B6A9 _SepModifyTokenPolicyCounter@8
0005B6AE 0005B736 _IsRunningOnXPSP2@0
0005B73C 0005B7C1 _VdmCheckPMCliTimeStamp@0
0005B7C6 0005B800 _VdmSetPMCliTimeStamp@4
0005B806 0005B826 _VdmClearPMCliTimeStamp@0
0005B82C 0005B85F _VdmDispatchOpcode_try@4
0005B864 0005B905 _VdmRundownDpcs@4
0005B90A 0005BA9B _VdmpQueueIntApcRoutine@20
0005BAA0 0005BBC1 _VdmpDelayIntApcRoutine@20
0005BBC6 0005BC80 _VdmpQueueInterrupt@4
0005BC86 0005BD82 _VdmpDelayIntDpcRoutine@16
0005BD88 0005C1DA _VdmpDelayInterrupt@4
0005C1E0 0005C230 _VfIsVerificationEnabled@8
0005C236 0005C26D _VfFailDeviceNode
0005C272 0005C2A8 _VfFailSystemBIOS
0005C2AE 0005C2E0 _VfFailDriver
0005C2E6 0005C306 _INCREMENT_SCATTER_GATHER_LISTS@4
0005C30C 0005C356 _VF_FIND_BUFFER@8
0005C35C 0005C3A3 _VF_FIND_DEVICE_INFORMATION@4
0005C3A8 0005C3FB _VF_FIND_INACTIVE_ADAPTER@4
0005C400 0005C443 _VF_MARK_FOR_DEFERRED_REMOVE@4
0005C448 0005C4A1 _ViCommonBufferCalculatePadding@12
0005C4A6 0005C507 _ViAllocateFromContiguousMemory@8
0005C50C 0005C580 _ViFreeToContiguousMemory@12
0005C596 0005C5F2 _VfIsPCIBus@4
0005C5F8 0005C619 _VfGetPDO@4
0005C61E 0005C652 _VfDisableHalVerifier@0
0005C658 0005C6E9 _VF_ASSERT_IRQL@4
0005C6EE 0005C77F _VF_ASSERT_MAX_IRQL@4
0005C784 0005C8AB _ADD_MAP_REGISTERS@12
0005C8B0 0005C94B _SUBTRACT_MAP_REGISTERS@8
0005C950 0005C9E5 _DECREMENT_COMMON_BUFFERS@4
0005C9EA 0005CA83 _INCREASE_MAPPED_TRANSFER_BYTE_COUNT@8
0005CA88 0005CB25 _INCREMENT_ADAPTER_CHANNELS@4
0005CB2A 0005CBC1 _DECREMENT_ADAPTER_CHANNELS@4
0005CBC6 0005CC5E _DECREMENT_SCATTER_GATHER_LISTS@4
0005CC64 0005CCF6 _VERIFY_BUFFER_LOCKED@4
0005CDDC 0005CF0A _ViReleaseDmaAdapter@4
0005CF10 0005CF22 _VfCalculateScatterGatherListSize@24
0005CF28 0005CF3A _VfBuildMdlFromScatterGatherList@16
0005D110 0005D36D _ViAllocateMapRegistersFromFile@20
0005D444 0005D552 _ViSwap@12
0005D558 0005D798 _ViPnpVerifyMinorWasProcessedProperly@24
0005D7D2 0005D7D5 _PerfGetCycleCount@0
0005D7DA 0005D7F2 _WmipGetSystemTime@0
0005D7F8 0005D801 _WmipGetPerfCounter@0
0005D806 0005D8B8 @WmiGetClock@8
0005D8BE 0005DD21 @WmiTraceEvent@8
0005DD26 0005DE10 @WmiTraceFastEvent@4
0005DE16 0005E0CE _WmiTraceMessageVa@24
0005E0D4 0005E0F3 _WmiTraceMessage
0005E0F8 0005E245 _NtTraceEvent@16
0005E24A 0005E274 _WmipEnterCritSection@4
0005E27A 0005E413 _IoWMIWriteEvent@4
0005E418 0005E434 _IoWMIHandleToInstanceName@12
0005E43A 0005E456 _IoWMIDeviceObjectToInstanceName@12
0005E45C 0005E486 _WmipEnterTraceCritSection@4
0005E48C 0005E4B3 _WmipWmiIrpCompletion@12
0005E4B8 0005E4E5 _WmipDoFindRegEntryByDevice@8
0005E4EA 0005E516 _WmipDecrementIrpCount@4
0005E51C 0005E562 _WmipNotificationIrpCancel@8
0005E568 0005E5B6 _WmipCsrClientMessageServer@16
0005E5BC 0005E610 _WmipPumpThreadApc@20
0005E616 0005E641 @PerfInfoLogDpc@12
0005E646 0005E674 @PerfInfoLogInterrupt@16
0005E67A 0005E6E7 _ExpAllocateSharedWaiterSemaphore@8
0005E6EC 0005E73B _ExInitializeResourceLite@4
0005E740 0005E76A _ExDisableResourceBoostLite@4
0005E770 0005E89B @ExReleaseResourceLite@4
0005E8A2 0005E9E1 _ExReleaseResourceForThreadLite@8
0005E9E8 0005EA7A _ExSetResourceOwnerPointer@8
0005EA80 0005EAD6 _ExConvertExclusiveToSharedLite@4
0005EADC 0005EB3D _ExDeleteResourceLite@4
0005EB42 0005EB52 _ExGetExclusiveWaiterCount@4
0005EB58 0005EB68 _ExGetSharedWaiterCount@4
0005EB6E 0005EBB1 _ExIsResourceAcquiredExclusiveLite@4
0005EBB6 0005EC37 _ExIsResourceAcquiredSharedLite@4
0005EC3C 0005EC72 @ExpBoostOwnerThread@8
0005EC78 0005ED5C @ExpWaitForResource@8
0005ED62 0005EF27 @ExpFindCurrentThread@12
0005EF8C 0005F00F _ExpCheckForResource@8
0005F014 0005F087 _ExpAllocateExclusiveWaiterEvent@8
0005F08C 0005F111 _ExReinitializeResourceLite@4
0005F116 0005F1B1 _ExAcquireResourceExclusiveLite@8
0005F1B6 0005F217 _ExTryToAcquireResourceExclusiveLite@4
0005F21C 0005F2EF _ExAcquireResourceSharedLite@8
0005F2F4 0005F3BF _ExAcquireSharedStarveExclusive@8
0005F3C4 0005F4F1 _ExAcquireSharedWaitForExclusive@8
0005F4F6 0005F524 _ExLockPool@4
0005F52A 0005F553 _ExUnlockPool@8
0005F558 0005F56C _ExSetPoolFlags@4
0005F572 0005F641 _ExpRemovePoolTracker@12
0005F646 0005F6F6 _ExpFindAndRemoveTagBigPages@8
0005F6FC 0005F766 _ExQueryPoolBlockSize@8
0005F76C 0005F809 _ExQueryPoolUsage@32
0005F80E 0005F878 _ExReturnPoolQuota@4
0005F87E 0005FA56 _ExpSnapShotPoolPages@24
0005FA5C 0005FB96 _ExSnapShotPool@16
0005FB9C 0005FE40 _ExpInsertPoolTracker@12
0005FE46 0005FFF3 _ExpAddTagForBigPages@12
0005FFF8 00060011 _ExAllocatePool@8
00060016 00060074 _ExAllocatePoolWithTagPriority@16
0006007A 00060155 _ExAllocatePoolWithQuotaTag@12
0006015A 000601B8 _ExInsertPoolTag@16
000601BE 000601D7 _ExAllocatePoolWithQuota@8
000601DC 0006028A _ExNotifyCallback@12
00060290 0006032B _ExRegisterCallback@12
00060330 000603AE _ExUnregisterCallback@4
000603B4 0006045A _ExpScanGeneralLookasideList@8
00060460 00060465 _MatchAll@12
0006046A 00060847 _ExpScanSystemLookasideList@0
0006084C 000608C7 _ExInitializeNPagedLookasideList@28
000608CC 00060917 _ExDeleteNPagedLookasideList@4
0006091C 00060967 _ExDeletePagedLookasideList@4
0006096C 000609B5 _ExAdjustLookasideDepth@0
000609BA 00060A1B _ExInitializeZone@16
00060A20 00060A7E _ExExtendZone@12
00060A84 00060AB9 _ExInterlockedExtendZone@16
00060ABE 00060B47 _ExpGetSystemBasicInformation@4
00060B4C 00060BAF _ExpGetSystemProcessorInformation@4
00060BB4 00060BCF _ExUnlockUserBuffer@4
00060BD4 00060C9F _ExpCopyThreadInfo@12
00060CA4 00060DAF _ExpGetStackTraceInformation@12
00060DB4 00060EC9 _ExpGetPoolTagInfo@12
00060ECE 00060EE9 _ExIsProcessorFeaturePresent@4
00060EEE 00060F2B _ExGetCurrentProcessorCpuUsage@4
00060F30 00060F67 _ExGetCurrentProcessorCounts@12
00060F6C 000612A9 _ExpGetProcessInformation@20
000612AE 000614C9 _ExpGetLookasideInformation@12
000614CE 000614FF _ExVerifySuite@4
00061504 00061524 _ExpTimeRefreshDpcRoutine@16
0006152A 0006154A _ExpTimeZoneDpcRoutine@16
00061550 00061570 _ExpCenturyDpcRoutine@16
00061576 0006159B _ExSystemTimeToLocalTime@8
000615A0 000615C5 _ExLocalTimeToSystemTime@8
000615CA 00061613 _ExQueueWorkItem@8
00061618 00061678 _ExpCheckForWorker@8
0006167E 0006182F _ExpWorkerThread@4
00061836 00061840 __purecall
00061846 00061893 _UTF8Encode@8
00061898 00061909 _HeadlessDispatch@20
0006190E 0006192C _HeadlessKernelAddLogEntry@8
00061932 0006198B _XIPDispatch@12
00061990 000619D6 _ExpTimerDpcRoutine@16
000619DC 00061A73 _ExpTimerApcRoutine@20
00061AD6 00061BCD _ExTimerRundown@0
00061BD2 00061D5C _NtCancelTimer@8
00061D62 00061FFC _NtSetTimer@28
00062002 00062019 _ExpDeleteMutant@4
0006201E 000620E5 _ExInsertTailNBQueue@12
000620EA 00062199 _ExRemoveHeadNBQueue@8
000621A0 000621B4 __CIcos
000621B4 000621BD _cos
00062260 00062274 __CIsin
00062274 0006227D _sin
00062320 00062334 __CIsqrt
00062334 0006233D _sqrt
000623E0 00062400 __global_unwind2
0006243B 0006249B __local_unwind2
0006249B 0006249D __NLG_Return2
000624AB 000624CE __abnormal_termination
000624CE 000624D7 __NLG_Notify1
000624D7 000624ED __NLG_Notify
000624ED 000624F5 __NLG_Dispatch2
00062500 000625AA __alldiv
000625B0 0006268F __alldvrm
000626A0 000626D4 __allmul
000626DC 00062719 __chkstk
00062720 000627D2 __allrem
000627E0 000627FF __allshl
00062810 00062831 __allshr
00062840 000628A8 __aulldiv
000628B0 00062945 __aulldvrm
00062950 000629C5 __aullrem
000629D0 000629EF __aullshr
000629F8 00062AA6 __except_handler2
00062AB0 00062B96 __except_handler3
00062B96 00062BB1 __seh_longjmp_unwind@4
00062BFF 00062C29 __itoa
00062C85 00062CAF __itow
00062CB4 00062D0D __snprintf
00062D12 00062D84 __snwprintf
00062D89 00062D94 __stricmp
00062D99 00062DC1 __strlwr
00062DC6 00062DDB __strnicmp
00062DE0 00062E09 __strnset
00062E10 00062E40 __strrev
00062E50 00062E70 __strset
00062E75 00062E9D __strupr
00062EA2 00062EFA __vsnprintf
00062EFF 00062F70 __vsnwprintf
00062F75 00062FC4 __wcsicmp
00062FC9 00062FFA __wcslwr
00062FFF 0006305A __wcsnicmp
0006305F 0006308A __wcsnset
0006308F 000630C6 __wcsrev
000630CB 000630FC __wcsupr
00063101 00063181 _atol
00063186 00063191 _atoi
00063196 00063246 __atoi64
0006324B 0006327E _isalpha
00063283 000632B1 _isupper
000632B6 000632E4 _islower
000632E9 00063317 _isdigit
0006331C 0006334F _isxdigit
00063354 00063382 _isspace
00063387 000633BA _isprint
000633BF 000633D1 ___isascii
000633D6 00063447 _mbstowcs
0006344C 0006348C _mbtowc
000634A0 00063545 _memchr
00063550 00063885 _memcpy
00063890 00063BC5 _memmove
00063BD0 00063C28 _memset
00063CC0 00063F27 _qsort
00063F2C 00063F3B _srand
00063F40 00063F63 _rand
00063F68 00063FC2 _sprintf
00063FD0 00063FD7 _strcpy
00063FE0 000640C0 _strcat
000640E0 000640E6 _strchr
000640E6 0006419C ___from_strstr_to_strchr
000641B0 00064234 _strcmp
00064240 000642BB _strlen
000642C0 000643E3 _strncat
000643F0 00064428 _strncmp
00064430 0006452E _strncpy
00064540 00064567 _strrchr
00064570 000645AE _strspn
000645C0 00064640 _strstr
00064645 000646B6 _swprintf
000646BB 000646F1 _tolower
000646F6 00064747 _toupper
0006474C 0006476A _towlower
0006476F 0006477E _towupper
00064783 000647DC _vsprintf
000647E1 0006480F _wcscat
00064814 00064833 _wcscpy
00064838 0006485E _wcschr
00064863 0006489A _wcscmp
0006489F 000648E5 _wcscspn
000648EA 00064904 _wcslen
00064909 00064948 _wcsncat
0006494D 00064984 _wcsncmp
00064989 000649C9 _wcsncpy
000649CE 00064A02 _wcsrchr
00064A07 00064A50 _wcsspn
00064A55 00064AB6 _wcsstr
00064ABB 00064B36 _wcstombs
00064B3B 00064B79 _wctomb
00064B80 00064BBB __SEH_prolog
00064BBB 00064BCC __SEH_epilog
00064BD1 00064BDC __memicmp
00064BE1 00064C48 __wtol
00064C4D 00064C58 __wtoi
00064C5D 00064C5E __amsg_exit
00064E17 00064E31 _strtol
00064E36 00064E50 _strtoul
00065021 0006503B _wcstol
00065040 00065072 _iswctype
00065080 000650E7 __trandisp1
000650E7 00065173 __trandisp2
00065173 00065178 __rttospopde
00065178 0006517A __rttospop
0006517A 0006517C __rtnospop
0006517C 0006517D __rttosnpop
0006517D 00065184 __rtnospopde
00065184 00065186 __rtzeropop
00065186 0006518B __rtzeronpop
0006518B 0006518D __rtonepop
0006518D 00065192 __rtonenpop
00065192 000651BD __tosnan1
000651BD 000651BF __nosnan2
000651BF 000651E7 __tosnan2
000651E7 00065226 __nan2
00065226 00065228 __rtindfpop
00065228 00065239 __rtindfnpop
00065239 00065243 __rttosnpopde
00065243 0006524A __rtchsifneg
00065250 00065265 __twoToTOS
00065265 0006527C __load_CW
0006527C 00065295 __convertTOStoQNaN
00065295 000652D8 __fload_withFB
000652D8 000652EE __checkTOS_withFB
000652EE 000652FB __fast_exit
000652FB 00065325 __math_exit
00065325 00065339 __check_overflow_exit
00065339 000653DC __check_range_exit
000653F0 00065407 __startTwoArgErrorHandling
00065407 00065443 __startOneArgErrorHandling
00065448 0006545C __ValidateEH3RN
00065461 00065472 __flsbuf
00065519 00065EB3 __output
00065F79 0006696D __woutput
000669A0 000669EA ___ascii_stricmp
000669F0 00066A4B ___ascii_strnicmp
00066A50 00066A53 __isctype
00066A58 00066A95 __mbstrlen
00066AA0 00066AF3 ___ascii_memicmp
00066AF8 00066C75 __wchartodigit
00066C7A 00066DB5 __87except
00066DBA 00066DE5 _fputwc
00066DEA 00066E41 _RaiseException@16
00066E46 00067082 __raise_exc
00067087 000672AD __handle_exc
000672B2 000672DD __set_errno
000672E2 000672F2 __statfp
000672F7 00067308 __clrfp
0006730D 00067333 __ctrlfp
00067338 00067390 __set_statfp
00067395 0006739E __fptrap
000673A3 000673B6 __flswbuf
000673BB 000673E7 __set_exp
000673EC 000674AA __decomp
000674B0 000674B6 @KeReleaseQueuedSpinLock@8
000674BC 000674C2 @KeAcquireQueuedSpinLock@4
000674C8 000674CE @KfReleaseSpinLock@8
000674D4 000674DA @KfAcquireSpinLock@4
000674E0 000674E6 @KfRaiseIrql@4
000674EC 000674F2 @KfLowerIrql@4
000674F8 000674FE _KeRaiseIrqlToDpcLevel@0
00067504 0006750A @HalSystemVectorDispatchEntry@12
00067510 00067516 _KeRaiseIrql@8
0006751C 00067522 _KeLowerIrql@4
00067528 0006752E _KeReleaseSpinLock@8
00067534 0006753A _KeAcquireSpinLock@8
00067540 00067546 _HalReadDmaCounter@4
0006754C 00067552 _IoMapTransfer@24
00067558 0006755E _IoFreeMapRegisters@12
00067564 0006756A _IoFreeAdapterChannel@4
00067570 00067576 _IoFlushAdapterBuffers@24
0006757C 00067582 _HalFreeCommonBuffer@24
00067588 0006758E _HalAllocateCommonBuffer@16
00067594 0006759A _VidCleanUp@0
000675A0 000675A6 _VidResetDisplay@4
000675AC 000675B2 _VidScreenToBufferBlt@24
000675B8 000675BE _VidBufferToScreenBlt@24
000675C4 000675CA _VidBitBlt@12
000675D0 000675D6 _VidSolidColorFill@20
000675DC 000675E2 _VidSetTextColor@4
000675E8 000675EE _VidDisplayString@4
000675F4 000675FA _VidInitialize@4
00067600 00067606 _VidSetScrollRegion@16
0006760B 000676C9 _SdbpResolveAndSplitPath@20
000676CE 0006771F _SdbpIsExeEntryEnabled@16
00067724 00067755 _SdbpFormatMatchModeType@4
0006775A 000677A5 _SdbpFormatMatchMode@4
000677AA 00067852 _SdbpCheckExe@44
00067857 00067B5C _SdbQueryDataExTagID@28
00067B62 00067B68 _KdDebuggerInitialize1@4
00067B6E 00067B74 _KdSave@4
00067B7A 00067B80 _KdRestore@4
00067B86 00067B8C _KdSendPacket@16
00067B92 00067B98 _KdD0Transition@0
00067B9E 00067BA4 _KdD3Transition@0
00067BAA 00067BB0 _KdReceivePacket@20
00067BB6 00067BBC _KdDebuggerInitialize0@4
00067BC2 00067C44 _CcPfEndBootTimerRoutine@16
00067C4A 00067C83 _CcPfFindPrefetchVolumeInfoInList@8
00067C88 00067CAD @CcPfAddRef@4
00067CB2 00067CBA @CcPfDecRef@4
00067CC0 00067CE3 @CcPfAddRefEx@8
00067CE8 00067DA6 _CcPfReferenceProcessTrace@4
00067DAC 00067DF5 _CcPfRemoveProcessTrace@4
00067DFA 00067E30 _CcPfAddProcessTrace@8
00067E36 00067E6E _CcPfHashValue@8
00067E74 00067F16 _CcPfActivateTrace@4
00067F1C 00067FE7 _CcPfTraceTimerRoutine@16
00067FEC 00068034 _CcPfCancelTraceTimer@4
0006803A 00068111 _CcPfLookUpSection@16
00068116 000683A3 _CcPfLogPageFault@16
000683A8 00068478 _CcPfDeactivateTrace@4
0006847E 000684A6 _CmpLazyFlushDpcRoutine@16
000684AC 000684B8 _MY_READ_PORT_UCHAR@4
000684BE 000684C9 _MY_READ_REGISTER_UCHAR@4
000684CE 000684DA _MY_WRITE_PORT_UCHAR@8
000684E0 000684EB _MY_WRITE_REGISTER_UCHAR@8
000684F0 00068509 _InbvPortTerminate@4
0006850E 00068527 _CpEnableFifo@8
0006852C 0006858F _CpDoesPortExist@4
00068594 000685DF _CpReadLsr@8
000685E4 0006864D _CpSetBaud@8
00068652 000686D7 _CpGetByte@16
000686DC 0006873D _CpPutByte@8
00068742 00068771 _InbvPortPutByte@8
00068776 0006879F _InbvPortGetByte@8
000687A4 000687CE _InbvPortPollOnly@4
000687D4 0006880E _CpInitialize@12
00068814 00068832 _InbvPortEnableFifo@8
00068838 00068924 _InbvPortInitialize@20
0006892A 000689C6 _IovUtilRelateDeviceObjects@12
000689CC 00068A12 @IovUtilMarkDeviceObject@8
00068A18 00068A73 @IovUtilMarkStack@16
00068A78 00068A87 @IovUtilWatermarkIrp@8
00068A8C 00068AB8 _TriageActUpon@4
00068ABE 00068B0E _TriageGetLoaderEntry@8
00068B14 00068B3E _TriageGetMmInformation@4
00068B44 00068B8D _PiControlAllocateBufferForUserModeCaller@16
00068B92 00068BB0 _PiControlFreeUserModeCallersBuffer@8
00068BB6 00068C06 _NtQueryDebugFilterState@8
00068C0C 00068C22 _KeInvalidateAllCachesTarget@16
00068C28 00068CF5 _KeInvalidateAllCaches@4
00068CFA 00068D5B _KiAdjustIrpCredits@0
00068D60 00068DA0 _KiInSwapKernelStacks@4
00068DA6 00068ED0 _KiScanReadyQueues@0
00068ED6 00068FBA _KeBalanceSetManager@4
00068FC0 0006901E _KiInSwapProcesses@4
00069024 00069111 _KiOutSwapKernelStacks@0
00069116 000691C5 _KiOutSwapProcesses@4
000691CA 00069248 _KeSwapProcessOrStack@4
0006924E 00069264 _Ki386LoadTargetLdtr@16
0006926A 00069283 _Ki386FlushTargetDescriptors@16
00069288 0006933D _Ke386SetLdtProcess@12
00069342 00069418 _Ke386SetDescriptorProcess@16
0006941E 00069455 _Ki386LoadTargetInt21Entry@16
0006945A 00069547 _Ke386SetVdmInterruptHandler@20
0006954C 000695A9 _KeInitializeProfile@32
000695AE 00069608 _KeSetIntervalProfile@8
0006960E 00069628 _KiStopProfileInterrupt@16
0006962E 00069648 _KiStartProfileInterrupt@16
0006964E 00069811 _KeStartProfile@8
00069816 00069955 _KeStopProfile@4
00069970 0006997D _KeInitializeSpinLock@4
00069980 00069994 @KefAcquireSpinLockAtDpcLevel@4
00069994 000699AE _KeAcquireSpinLockAtDpcLevel@4
000699C0 000699C4 @KefReleaseSpinLockFromDpcLevel@4
000699C4 000699CE _KeReleaseSpinLockFromDpcLevel@4
000699D0 000699E4 @KiAcquireSpinLock@4
000699F0 000699F4 @KiReleaseSpinLock@4
000699F4 00069A3A _KeTryToAcquireSpinLock@8
00069A3C 00069A56 @KeTryToAcquireSpinLockAtDpcLevel@4
00069A58 00069A6B @KeTestSpinLock@4
00069A70 00069A7B @KeAcquireInStackQueuedSpinLockAtDpcLevel@8
00069A80 00069AA8 @KeAcquireQueuedSpinLockAtDpcLevel@4
00069AA8 00069AAC @KeReleaseInStackQueuedSpinLockFromDpcLevel@4
00069AAC 00069ADE @KeReleaseQueuedSpinLockFromDpcLevel@4
00069AE0 00069AF8 @KeTryToAcquireQueuedSpinLockAtRaisedIrql@4
00069AF8 00069AFE _KeTryToAcquireQueuedSpinLockAtRaisedIrqlUP
00069B10 00069B1A _KiStartUnexpectedRange@0
00069B1A 00069B24 _KiUnexpectedInterrupt1
00069B24 00069B2E _KiUnexpectedInterrupt2
00069B2E 00069B38 _KiUnexpectedInterrupt3
00069B38 00069B42 _KiUnexpectedInterrupt4
00069B42 00069B4C _KiUnexpectedInterrupt5
00069B4C 00069B56 _KiUnexpectedInterrupt6
00069B56 00069B60 _KiUnexpectedInterrupt7
00069B60 00069B6A _KiUnexpectedInterrupt8
00069B6A 00069B74 _KiUnexpectedInterrupt9
00069B74 00069B7E _KiUnexpectedInterrupt10
00069B7E 00069B88 _KiUnexpectedInterrupt11
00069B88 00069B92 _KiUnexpectedInterrupt12
00069B92 00069B9C _KiUnexpectedInterrupt13
00069B9C 00069BA6 _KiUnexpectedInterrupt14
00069BA6 00069BB0 _KiUnexpectedInterrupt15
00069BB0 00069BBA _KiUnexpectedInterrupt16
00069BBA 00069BC4 _KiUnexpectedInterrupt17
00069BC4 00069BCE _KiUnexpectedInterrupt18
00069BCE 00069BD8 _KiUnexpectedInterrupt19
00069BD8 00069BE2 _KiUnexpectedInterrupt20
00069BE2 00069BEC _KiUnexpectedInterrupt21
00069BEC 00069BF6 _KiUnexpectedInterrupt22
00069BF6 00069C00 _KiUnexpectedInterrupt23
00069C00 00069C0A _KiUnexpectedInterrupt24
00069C0A 00069C14 _KiUnexpectedInterrupt25
00069C14 00069C1E _KiUnexpectedInterrupt26
00069C1E 00069C28 _KiUnexpectedInterrupt27
00069C28 00069C32 _KiUnexpectedInterrupt28
00069C32 00069C3C _KiUnexpectedInterrupt29
00069C3C 00069C46 _KiUnexpectedInterrupt30
00069C46 00069C50 _KiUnexpectedInterrupt31
00069C50 00069C5A _KiUnexpectedInterrupt32
00069C5A 00069C64 _KiUnexpectedInterrupt33
00069C64 00069C6E _KiUnexpectedInterrupt34
00069C6E 00069C78 _KiUnexpectedInterrupt35
00069C78 00069C82 _KiUnexpectedInterrupt36
00069C82 00069C8C _KiUnexpectedInterrupt37
00069C8C 00069C96 _KiUnexpectedInterrupt38
00069C96 00069CA0 _KiUnexpectedInterrupt39
00069CA0 00069CAA _KiUnexpectedInterrupt40
00069CAA 00069CB4 _KiUnexpectedInterrupt41
00069CB4 00069CBE _KiUnexpectedInterrupt42
00069CBE 00069CC8 _KiUnexpectedInterrupt43
00069CC8 00069CD2 _KiUnexpectedInterrupt44
00069CD2 00069CDC _KiUnexpectedInterrupt45
00069CDC 00069CE6 _KiUnexpectedInterrupt46
00069CE6 00069CF0 _KiUnexpectedInterrupt47
00069CF0 00069CFA _KiUnexpectedInterrupt48
00069CFA 00069D04 _KiUnexpectedInterrupt49
00069D04 00069D0E _KiUnexpectedInterrupt50
00069D0E 00069D18 _KiUnexpectedInterrupt51
00069D18 00069D22 _KiUnexpectedInterrupt52
00069D22 00069D2C _KiUnexpectedInterrupt53
00069D2C 00069D36 _KiUnexpectedInterrupt54
00069D36 00069D40 _KiUnexpectedInterrupt55
00069D40 00069D4A _KiUnexpectedInterrupt56
00069D4A 00069D54 _KiUnexpectedInterrupt57
00069D54 00069D5E _KiUnexpectedInterrupt58
00069D5E 00069D68 _KiUnexpectedInterrupt59
00069D68 00069D72 _KiUnexpectedInterrupt60
00069D72 00069D7C _KiUnexpectedInterrupt61
00069D7C 00069D86 _KiUnexpectedInterrupt62
00069D86 00069D90 _KiUnexpectedInterrupt63
00069D90 00069D9A _KiUnexpectedInterrupt64
00069D9A 00069DA4 _KiUnexpectedInterrupt65
00069DA4 00069DAE _KiUnexpectedInterrupt66
00069DAE 00069DB8 _KiUnexpectedInterrupt67
00069DB8 00069DC2 _KiUnexpectedInterrupt68
